userName,score,at,content
Pengguna Google,1,2024-09-30 12:18:50,"JANGAN INSTALL!!! Aplikasi ga guna muter terus,tampilan jelek,keamanan gampang banget dibobol.Anggaran milyaran bikin aplikasi ga bener."
Ningsih Ningsih,5,2024-09-30 12:04:41,Allhamdulilah berjalan dengan baik
Pengguna Google,2,2024-09-30 11:37:19,Mau masuk ke ikd sudah ketik pin beberapa kali belum bisa
Pengguna Google,1,2024-09-30 11:35:54,sekelas aplikasi pemerintahan banyak masalah begini :/
Pengguna Google,5,2024-09-30 10:02:09,"Habis foto , minta scannya harus d Dukcapil. Info aja sich."
Pengguna Google,1,2024-09-30 07:32:22,Sama aj boong nyari barcode harus ke dukcapil....kan tol#L
Pengguna Google,1,2024-09-30 07:11:55,"Buang buang anggaran,paling buat korupsi juga,percuma bikin aplikasi kek gini,yang ada malah tambah ribet,e-KTP aja dari dulu juga ga ada fungsinya,masih perlu fotocopy juga,apalagi ini,yakin ga jauh beda sama e-KTP yg akhirnya dananya dikorupsi. Sampah!!"
Pengguna Google,5,2024-09-30 06:25:59,Godd
Pengguna Google,2,2024-09-30 05:43:48,Awal download gambar bisa di ss kenapa sekarang gak bisa yaa?? Makin ke sini makin gak jelas Tolong dong di perbaiki lagi aplikasinya
Pengguna Google,5,2024-09-30 04:55:08,Aplikasi ikd sangat mantap sekali bos.makasih bos
Pengguna Google,1,2024-09-30 04:26:43,Aplikasi kasi ga jelas gini. Nomor yang bisa dihubungin nya mana nomor kontai kagak ada minimal live chat lah. Niat gak sih bikin aplikasi.
Pengguna Google,1,2024-09-30 04:07:16,"Aplikasi kocak, ngapain pake aplikasi kalo harus ke Capil juga. Jaman udah serba online masih aja, buat sistem katro. Itu mikirnya gimana sih duh"
Pengguna Google,5,2024-09-30 04:03:09,Sangat membantu masyarakat
Pengguna Google,5,2024-09-30 03:31:13,Ok
Pengguna Google,1,2024-09-30 03:03:49,Mengecewakan.
Pengguna Google,5,2024-09-30 02:37:15,Nise
Marquez,1,2024-09-30 01:47:11,APLIKASI SAMPAH
Pengguna Google,1,2024-09-30 01:09:13,"Cb apl nya di berdayagunakan dengan benar, ini mau masuk saja susah setengah mati. Kalau semua tdk bisa masuk itu berarti ada yg tdk beres dengan apl nya"
Pengguna Google,1,2024-09-30 00:49:23,Udah daftar. Tapi masih harus ngisi data tiap mau login. Ribet amat
Pengguna Google,2,2024-09-29 23:08:06,"kecewa aplikasi penting tapi dibikin sepele gini, dibuka error mulu"
Pengguna Google,1,2024-09-29 22:53:54,"Aplikasi online tapi tidak mempermudah, sudah dikasih data diri lengkap masih perlu mintak barcode dari petugas lagi"
Pengguna Google,5,2024-09-29 13:41:19,Bagus
Pengguna Google,1,2024-09-29 13:00:08,"digital dari mananya, buat daftar aja butuh barcode dari petugas 😂"
A G,1,2024-09-29 12:06:32,Ga guna
Pengguna Google,1,2024-09-29 10:56:34,"Tiap login eror terus. Bikin admin pendaftaran emosi karna lama, akhirnya harus ambil antrian baru"
Pengguna Google,1,2024-09-29 09:37:31,"Aplikasi aneh data udah sama semua ujung ujungnya scan barcode, barcodenya ngescan darimana?? Kalo emang ga niat bikin aplikasi mending ga usah sok sokan digital. Bikin susah aja orang mau aktivasi premium dari berbagai e wallet aja"
Pengguna Google,1,2024-09-29 09:11:24,Ga jelas bgt lu pemerintah bikin aplikasi beban negara sesungguny adalah parah petinggi yg punya jabatan
Andi Ar,1,2024-09-29 08:05:40,Sampah
Pengguna Google,1,2024-09-29 06:29:31,Aplikasi butut
Pengguna Google,1,2024-09-29 04:04:42,Kabupaten saya tidak bisa melakukan pelayanan online ikd. Jadi buat apa ada aplikasi ini. Kalo gak semua kabupaten/kota tidak bisa pelayanan online.
Pengguna Google,1,2024-09-29 03:46:53,"Sudah mau sebulan email registrasi belum masuk, sedangkan kondisi fisik ktp yg dibutuhkan sudah rusak dan *tidak bisa dicetak*, bisa-bisanya tiap daerah ketentuannya beda². Tolong bekerja yang benar!!!"
Pengguna Google,5,2024-09-29 02:57:50,Bagus sangat bermanfaat
Pengguna Google,1,2024-09-29 02:45:49,malah makin ribet
Pengguna Google,1,2024-09-29 00:03:25,Saya takut aplikasi ini tidak aman.
Ripal Di,5,2024-09-28 23:28:28,Yeees .ok
Pengguna Google,1,2024-09-28 17:31:38,Kapan sih bisa bikin aplikasi yang berguna? Mau verfikasi wajah malak balik lgi keaw
bagas oktariandi wisnu anggoro putro,5,2024-09-28 16:04:24,Okey ndan...
Pengguna Google,5,2024-09-28 15:12:56,Data saya tidak bisa digunakan lagi untuk penggantian kartu henpon
Pengguna Google,5,2024-09-28 10:49:05,Sudah bisa di gunakan untuk proses di Bank
Pengguna Google,2,2024-09-28 10:37:09,"Bagus, mantap inovasinya good."
Bambang Wasito,5,2024-09-28 09:26:54,Oke
Pengguna Google,1,2024-09-28 08:51:34,Info min klo disini bisa daftar pindah alat tempat tgl ga min
Pengguna Google,1,2024-09-28 07:36:00,Aplikasi ga guna
Pengguna Google,2,2024-09-28 05:34:23,Lah abis di update. Kok malah di integritas.. Ini KTP digital masih berlaku apa gak sih. Ditambah gak ada pemberitahuan..
Pengguna Google,1,2024-09-28 04:57:09,"minta kode dukcapil apalah ,ga jelas... mending ktp butek,klo mau ganti digital jgn setengah 2"
Pengguna Google,1,2024-09-28 04:04:45,INI MAU MEMPERMUDAH APA MEMPERSULIT??? MASA SURU SCAN BARCODE SEDANGKAN KITA BARU MAU DAFTAR....BARCODE DARI DUKCAPIL NEGERI GHOIB YA??? HADEHHH GINI AMAT INDONESIA
Pengguna Google,1,2024-09-28 04:01:05,Saya belm daftar udh masuk bacanya apa yg harus dimasukin PINnya bikin aja belm
Pengguna Google,1,2024-09-28 02:53:42,"Tidak bisa login, hanya diberikan pilihan untuk daftar"
Pengguna Google,1,2024-09-28 01:35:15,"ga bisa dibuka lol katanya mempermudah tapi kok malah mempersulit, percuma punya ktp klo ga bisa dipake apapun"
Pengguna Google,1,2024-09-27 23:05:06,Aplikasi ga guna
Pengguna Google,1,2024-09-27 16:02:05,tidak bisa terinstal dengan baik
Pengguna Google,5,2024-09-27 15:00:44,Mantaff
Pengguna Google,5,2024-09-27 14:48:08,"Pelayanan sangat baik, terimakasih"
Pengguna Google,1,2024-09-27 14:29:12,apk gak berguna masak bolak-balik gagal login aja apk kurang bermanfaat
Pengguna Google,5,2024-09-27 13:33:35,"Bagus, tapi lebih ditingkatkan lagi data kependudukannya ya"
Pengguna Google,5,2024-09-27 13:30:39,Best
Pengguna Google,3,2024-09-27 11:59:40,Ujung2nya harus kedukcapil juga buat scan barcode. 🤦🤦
Pengguna Google,5,2024-09-27 11:56:31,"Senang download, karna butuh buat KK, selesai download, Saya daftar, dengan mengetikkan NIK, lalu email kemudian masukkan nomor hp. lalu ada perintah foto selfi, karna saya senang selfi, lalu saya pun foto dgn senyum, selesai foto saya melongo ga jadi daftar, karna harus minta barcode ke ptgs dukcapil, dlm hati bertanya, kenapa ga suruh aja ke kantor dukcapil? Kalo prosesnya harus minta barcode ke ptgs? Dimana esensi onlinnya? Hanya bertanya."
Pengguna Google,5,2024-09-27 11:31:36,Memudahkan dalam segala urusan
Pengguna Google,1,2024-09-27 10:04:02,apk gajelas tolol
Rafardhan Eka Azzaky,1,2024-09-27 08:54:12,hadeh...
Pengguna Google,5,2024-09-27 08:27:39,yes ilike
Pengguna Google,5,2024-09-27 07:59:57,minta tlg tiap kelurahan diksh akses utk bs bantu masyarakat login apk. menu apk tlg tmbh
Pengguna Google,5,2024-09-27 07:38:10,Mantap
Pengguna Google,1,2024-09-27 07:00:30,"buat aplikasi yang niat kkntol.. nyusahin orang aja, aplikasi masih cacat banyak kendala udah dipake ke publik"
Pengguna Google,1,2024-09-27 06:46:16,tidak bisa masuk kesalahan koneksi terus
Pengguna Google,5,2024-09-27 05:55:50,Sangat baik dan membantu sekali Identitas seseorang bisa diketahui di INDONESIA (KEBERADAAN NYA)
Pengguna Google,5,2024-09-27 02:39:05,"Wow,mantap Sangat bermanfaat🤩🤩"
Pengguna Google,1,2024-09-27 02:07:33,Gmn cara dapatkan QR code dr dukcapil tanpa ke kantor?
Pengguna Google,2,2024-09-27 01:57:09,"Aplikasinya masih prematur, mohon diperbaiki"
Pengguna Google,5,2024-09-27 01:52:53,Sangat membantu
Pengguna Google,1,2024-09-27 00:51:32,Sok2an digitalisasi tapi gobl*k
Pengguna Google,5,2024-09-26 16:01:36,Gimana caranya kalo lupa pin???
Pengguna Google,1,2024-09-26 14:55:51,Apk sampah masa baru masuk udh di suruh masukin pin padahal gw blum prnh daftar tuh apk samsek
Pengguna Google,5,2024-09-26 14:10:36,Top lancar
Pengguna Google,2,2024-09-26 14:05:27,scan barcodenya dimana ?
Pengguna Google,5,2024-09-26 11:12:32,Semudah aktivasi nya
Pengguna Google,5,2024-09-26 10:01:44,"Tingkatkan keamanan data, dan kemudahan akses"
Pengguna Google,3,2024-09-26 09:46:20,"Saya lupa password, bagaimana solusinya"
Pengguna Google,5,2024-09-26 09:12:16,good
Pengguna Google,5,2024-09-26 07:49:03,Bagus
Pengguna Google,1,2024-09-26 07:37:29,Kenapa kok gak bisa masuk aplikasi?
Pengguna Google,3,2024-09-26 07:13:49,Saya lupa pin untuk bisa mengakses IKD
Pengguna Google,1,2024-09-26 06:40:30,"Pelayanan di aplikasi pemerintah ini gak efektif, mau cetak ulang Aya lahir saja malah d suruh ke dukcapil, buat apa ada aplikasi online kalo gak guna, padahal akta lahir sama dengan KK cuma file pdf yg berbarcode bisa d cetak mandiri, saran kalo mau buat aplikasi mempermudahkan masyarakat jgn nanggung2,,, kita gak bego"
Pengguna Google,1,2024-09-26 05:44:23,"masih ribet, harus ke dukcapil dulu."
Pengguna Google,1,2024-09-26 05:35:35,"Percuma harus dateng ke kantor dukcapil nya jg, ga bikin efisien dong"
Pengguna Google,1,2024-09-26 04:33:42,"Aplikasi tidak berguna, niatnya download aplikasi biar tidak perlu ke dukcapil sesuai ktp. Lah ini mau registrasi aplikasi disuruh scan barcode yg diperoleh dari dukcapil.. kan aneh ???"
Pengguna Google,2,2024-09-26 04:11:26,Setelah daftar malah minta verifikasi kode QR nya k dukcapil..kirain bisa semudah daftar apk yg lainnya...ribet juga kalo suruh minta kode QR k dukcapil mah
Pengguna Google,1,2024-09-26 03:53:14,"Mau buka aplikasi nya tapi lupa password nya,gmana ya cari ganti paswordnya"
Pengguna Google,1,2024-09-26 03:23:14,"tolong dihapuskan pendaftaran pakai scan barcode, niat mau gampang malah sama aja dibikin ribet harus ke dukcapil,kecamatan/kelurahan 😤"
Pengguna Google,1,2024-09-26 00:15:22,"Aplikasi ini makin rumit kan masyarakat,datang ke kecamatan bikin ktp ehh di buatin ktp digital suruh download aplikasi ini.trus buat persyaratan perbangkan atau di sekolah tetep aja harus cetak ktp & kk terus apa guna nya aplikasi ini,"
Pengguna Google,2,2024-09-25 23:04:44,"Hanya bisa login pake data Telkomsel,kartu lain bakalan stuck di loading,tolong diperbaiki"
Pengguna Google,5,2024-09-25 20:32:42,Good
Pengguna Google,1,2024-09-25 16:45:43,"sangat buruk,apa kegunaan aplikasi ini sebetulnya,saya ingin cetak kartu indentitas dari tanggl 10/09/2024, smpe hari ini tidak d proses,,menambahkan nama anak sy di KK sekaligus daftar bikin akte jg tidak d proses,,sangat buruk,Apk gada guna"
Pengguna Google,1,2024-09-25 14:37:50,Kalo belum siap dengan era digital jangan memaksakan rakyat. lu ngerti MOBILE ENGGA SI
Pengguna Google,1,2024-09-25 14:17:49,Dari ui nya aja gak niat😨
Pengguna Google,1,2024-09-25 14:17:28,Aplikasi membingungkan bikin puyeng kepala
Pengguna Google,2,2024-09-25 13:48:47,Katanya Aktivasi digital online tapi aktivasinya tetap manual harus datang ke kantor dukcapil.. itu bukan online. Tolong disesuaikan lagi dengan temanya.. kalo digital online jadi aktivasi bisa dilakukan dimana saja.. ga perlu datang manual ke kantornya.
Pengguna Google,1,2024-09-25 11:29:10,Saya dari manado ..sudah 1 minggu saya ajukan akta kelahiran dan kartu keluarga untuk anggota baru ..tidak ada jawaban apapun diterima atau ditolak..tolong di tambahkan menu desk help...karna gak tau mengadu ke siapa..
Pengguna Google,1,2024-09-25 09:40:28,"Baru download gak bisa masuk. Terjadi kesalahan koneksi, dicoba berkali² juga gak bisa. Padahal mau cetak KK, akte lahir."
Pengguna Google,1,2024-09-25 08:45:10,"Buang2 uang negara, Developer AMATIR"
Pengguna Google,1,2024-09-25 06:43:47,Pret
Herry Sakirman,5,2024-09-25 05:41:12,Good
Pengguna Google,5,2024-09-25 04:15:22,Keren keren
Pengguna Google,1,2024-09-25 03:28:57,anggaran pembuatan aplikasi ini besar tapi kok tampilan nya kaya website murah
Pengguna Google,1,2024-09-25 03:27:44,"jelek ah aplikasinya, masa mau daftar disuruh scan kode qr ke dukcapil. percuma dong kalo gitu, niatnya download aplikasi biar mempermudah ngurus ini itu tanpa ke dukcapil eh pas daftar tetap disuruh ke dukcapil. emang kocakkkk, gk modern dan ketinggalan jaman💀"
Pengguna Google,5,2024-09-25 03:04:13,Sangat membantu masyarakat
Pengguna Google,1,2024-09-25 02:46:42,"Anak rantauan gk bisa pakek aplikasi ini, masih harus ke dukcapil, sama aja bohong mending buat di dukcapil."
Pengguna Google,1,2024-09-25 01:56:03,eror g bisa di buka!!!!
Yatin Pandak,5,2024-09-25 01:32:42,Oke
Pengguna Google,1,2024-09-24 22:14:38,App yg aneh.. Buat reg aja susah.. Pebaiki lagi nn
Pengguna Google,1,2024-09-24 16:54:30,"Katanya serba online, tapi tetap harus datang ke dukcapil juga buat scan QR bla bla bla bla, APLIKASI GA GUNA"
Pengguna Google,1,2024-09-24 14:44:32,Buat apa ada embel embel digital klo ujung2nya ttp harus datang ke dukcapil terdekat? Aneh plis🥺🤍🙏
Pengguna Google,2,2024-09-24 12:30:25,Jujur aplikasi jelek pas pindai QR makah gak kebaca dokumen pada di perbankan mending gak usah barcode mending foto ftp bisa share krm jgn persulit QR tpi gk bisa baca percuma
Pengguna Google,1,2024-09-24 11:52:27,APLIKASI TIDAK BERGUNA KATANYA ELEKTRONIK DIGITAL ONLINE TAPI MASIH SAJA BUTUH BARCODE DARI DUKCAPIL TUJUAN DI BUAT APLIKASI INI BUAT APA ANJ*NG
Pengguna Google,1,2024-09-24 10:30:39,"Minta tolong UI UXnya min, kalo bisa kalo udah punya KTP cukup KYC dari mana aja ga perlu dateng ke kelurahan"
Pengguna Google,3,2024-09-24 09:32:59,"Baru download,disuruh masukan pin... La kapan buatnya..."
Pengguna Google,3,2024-09-24 05:57:29,"Hanya saat mendaftar dan registrasi saja aplikasi ini bisa dibuka oleh petugas dukcapil setelah itu coba lagi, coba lagi"
Pengguna Google,1,2024-09-24 05:01:42,"Susah kalau ganti HP tidak ada fitur masuk untuk yang sudah terdaftar, malah harus daftar ulang. Tidak ada juga pilihan kalau ingin Fotokopy KTP dan KK. sangat mengecewakan. ujung-ujungnya kalau ingin mengurus berkas harus pakai Fotocopy KTP lagi."
Pengguna Google,5,2024-09-24 03:25:14,Terbaik
Pengguna Google,1,2024-09-24 03:20:41,Ga bisa daftar harus pakai barcode petugas👎
Pengguna Google,5,2024-09-24 02:58:01,Lupa pun sehingga tidak dapat di buka
mawardi lau,5,2024-09-24 01:01:11,Mantap Betul
Pengguna Google,3,2024-09-23 23:53:23,Apakah firewall tahan hacker peringkat 3 negara yang sering dibobol datanya. kita dukung agar jadi top global tinggal 2 lagi......wkwkwk
Pengguna Google,3,2024-09-23 22:24:24,Bisa registrasi di dukcapil seluruh Indonesia???
Pengguna Google,1,2024-09-23 21:19:25,susah daftarx masih banyak masalah aplikasinya tolong d perbaiki permasahanya
Pengguna Google,1,2024-09-23 14:26:32,Aplikasi gak jelas.. Sudah d aftar kan sama capil e pas mau login sendiri kata na kata sandi salah terus.. Aplikasi buruk... Eekk
Pengguna Google,1,2024-09-23 14:17:08,"Susah daftar juga harus scan barcode ....kirain cukup pake nik ajah... Y sama"" boong masih harus k disduuk"
Pengguna Google,1,2024-09-23 12:09:46,Sangat 👎 buruk. Apk nya eror tidak berguna. Mohon di perbaiki agar mudah dan jelas.. Saya coba berapa kali eror terus
Pengguna Google,1,2024-09-23 11:01:39,"Gimna sih sya mau masuk kesalahan koneksi trus,coba dong di perbaiki"
Pengguna Google,5,2024-09-23 10:37:58,"saya lupa pin untuk masuk, mohon dibantu dan saya belum pernah ganti pin"
Pengguna Google,1,2024-09-23 09:38:17,"Aplikasi gagal, banyak menu ga bisa diakses karena belum jadi"
Pengguna Google,3,2024-09-23 07:43:20,"Pembuatan akta kelahiran yg sudah memiliki nik, nik nya tidak bisa di masukan, terus akteu tidak bisa d cetak di mesin admin🤧 cape juga bolak balik kelurahan. 3 dulu deh bintang nya😊"
Pengguna Google,1,2024-09-23 07:42:41,"Sudah Instal niat mau nyelesein masalah malah katnya email g valid, lhaa trus gmnaa? Email saya itu saja kok sejam lebih buat dftr saja"
Pengguna Google,1,2024-09-23 07:38:05,"apk sampah,sempet sempetin buat libur malah eror"
Pengguna Google,1,2024-09-23 07:21:57,"Maksudnya ini aplikasi gimana yah, bukan kah adanya aplikasi ini untuk mempermudahkan layanan kependudukan kepada masyarakat. Ini setelah kita photo muka di kira selesai ternyata di minta barcode kepada petugas dukcapil....maksudnya ini gimana, kita harus dateng lagi ke dukcapil??? Lah..terus konsep mempermudah nya dimana??? Ini kita perantau, gimana caranya kita minta barcode nya ke dukcapil didaerah asal. Tolong donk jgn mempersulit rakyat. Tolonf donk diperbaiki"
Pengguna Google,1,2024-09-23 06:15:50,"Masih ad kode briko ke dukpil ,🤣bukan elektronik ini namany"
Pengguna Google,1,2024-09-23 05:08:31,"Apk tak guna di daerah saya, karna urus apa saya masih diperlukan fotokopi kk/yanglainya,, sedangkan di apk ikd kan semua data sudah ada, untuk apa lagi berkas fotokopi?"
Pengguna Google,5,2024-09-23 04:46:27,Biasa aja
Pengguna Google,1,2024-09-23 04:10:00,Tidak bisa d buka setelah d download
Pengguna Google,1,2024-09-23 03:52:41,Gak bisa di buka
Pengguna Google,5,2024-09-23 03:43:48,Membantu sekali
Pengguna Google,1,2024-09-23 03:34:22,Menyusahkan...datang ke kantor ducapil ditolak auruh pakai aplikasi ini. Di aplikasi ada kolom suruh ngisi tapi tdak ada opsi. Tolong lanh jangan menyusahkan... toh pemerintah sudah memakan banyak uang
Pengguna Google,5,2024-09-23 03:17:16,Sangat penting
Pengguna Google,1,2024-09-23 03:15:44,Tujuannya bagus tapi tidak dibarengi dengan aplikasi yang bagus.bagi saya terlalu ribet barcode harus minta ke desa&barcode ada waktunya👎
Pengguna Google,1,2024-09-23 03:08:47,"Apk jelekk kayanya online v ujung"" Nya harus ke camat/dukcapul😂😂😂... Jangan instal percuma"
Pengguna Google,1,2024-09-23 02:54:29,"Digital tapi tetep harus datang ke dukcapil? Sama aja boong, sama aja ribet. Dimana mana kalo digital/online itu ya tidak datang ke lokasi, mengurus sendiri dimana pun kapan pun lewat online. Ini dukcapil ngerti istilah online ga sih? Dinas kocak!"
Pengguna Google,3,2024-09-23 01:24:36,Di buka ko ribed bngt
Pengguna Google,1,2024-09-23 01:06:39,Bikin sistem yang bener. Jangan cuma buang2 anggaran aja. Bukannya mempermudah malah bikin pusing.
Pengguna Google,5,2024-09-22 16:36:28,bagus
Pengguna Google,5,2024-09-22 15:46:08,Tidak bisa di gumanakan
Pengguna Google,1,2024-09-22 15:19:28,Jangan download aplikasi ini karena aplikasi ini hanya menguntungkan pihak dukcapil.. kita harus minta barcode ke petugas dukcapil. Percuma ada aplikasi ini jangan di download
Ashari Ashari,1,2024-09-22 13:54:56,Ora jelas
Pengguna Google,1,2024-09-22 12:37:32,Terlalu karena harus scan QR ke Capil sementara tidak semua orng jangkauannya dekat kecapil kalau bisa kedepannya hanya dgn menggunakan foto KTP asli saja biar lebih mempermudah
Pengguna Google,1,2024-09-22 10:24:04,Level kualitas aplikasi pemerintah aja kek gini
Pengguna Google,1,2024-09-22 09:27:38,Harus minta barcode dri dukcapil wkwkkw haruskah kita ke kntor dukcapil lagi smntr kita d luar kota
Pengguna Google,1,2024-09-22 03:55:16,"Apk gakjelas malah suruh qr barcode dri dukcapil,apa gunanya apk online klo masih harus ke dukcapil buat minta kode qr nya"
Pengguna Google,2,2024-09-22 02:58:10,Kenapa saya tidak bisa melihat data kartu keluarga yang didalam aplikasi ini
Pengguna Google,1,2024-09-21 17:44:08,"Aplikasi digunakan secara globalnya ialah untuk memudahkan tanpa harus secara offline ke kantor Dukcapil, namun yang saat ini ada HARUS TETAP KE DUKCAPIL UNTUK QR. Lebih baik dimutakhirkan dulu ssi kegunaan yang seharusnya bisa MEMPERMUDAH bukan MENJADI SAMA SAJA SEBLUM ADANYA APK 🙏"
